,Lati,Long
5522,34.0433,-118.2504
5523,34.0448,-118.2474
5524,34.0419,-118.2485
5525,34.0448,-118.2474
5526,34.048,-118.2577
5527,34.0438,-118.2416
5528,34.0321,-118.2599
5529,34.0563,-118.2374
5530,34.0453,-118.2499
5531,34.0488,-118.2518
5532,34.045,-118.2628
5533,34.0408,-118.2428
5534,34.0489,-118.2453
5535,34.0489,-118.2453
5536,34.0438,-118.2547
5537,34.0496,-118.2458
5538,34.0417,-118.2443
5539,34.0467,-118.2485
5540,34.046,-118.2509
5541,34.0356,-118.2625
5542,34.0449,-118.2458
5543,34.0449,-118.2458
5544,34.0449,-118.2458
5545,34.0423,-118.2631
5546,34.0462,-118.2585
5547,34.0442,-118.2439
5548,34.0494,-118.2599
5549,34.0421,-118.2469
5550,34.0577,-118.2318
5551,34.043,-118.242
5552,34.0421,-118.2469
5553,34.0438,-118.2547
5554,34.0346,-118.2572
5555,34.0436,-118.2354
5556,34.0421,-118.2469
5557,34.0467,-118.252
5558,34.0502,-118.254
5559,34.0483,-118.2631
5560,34.0617,-118.2469
5561,34.0453,-118.2443
5562,34.065,-118.2666
5563,34.0506,-118.2769
5564,34.0421,-118.2469
5565,34.0524,-118.2678
5566,34.0777,-118.288
5567,34.0524,-118.2765
5568,34.0621,-118.2619
5569,34.0621,-118.2619
5570,34.0762,-118.2613
5571,34.0462,-118.2738
5572,34.0596,-118.2749
5573,34.0596,-118.2749
5574,34.0596,-118.2749
5575,34.0646,-118.2656
5576,34.0681,-118.2735
5577,34.0517,-118.2798
5578,34.0594,-118.2833
5579,34.0598,-118.2734
5580,34.0531,-118.2738
5581,34.0657,-118.268
5582,34.0768,-118.2573
5583,34.0762,-118.2613
5584,34.0714,-118.2813
5585,34.079,-118.298
5586,34.0681,-118.2735
5587,34.0681,-118.2735
5588,34.0681,-118.2735
5589,34.0681,-118.2735
5590,34.0791,-118.2941
5591,34.0547,-118.2772
5592,34.0506,-118.2769
5593,34.0873,-118.296
5594,34.0591,-118.2827
5595,34.0777,-118.2892
5596,34.0524,-118.2678
5597,34.0619,-118.2702
5598,34.0456,-118.2789
5599,34.0456,-118.2789
5600,34.0456,-118.2789
5601,34.0836,-118.2917
5602,34.061,-118.2775
5603,34.0596,-118.2749
5604,34.0596,-118.2749
5605,34.0609,-118.2823
5606,34.0909,-118.2917
5607,34.0565,-118.2768
5608,34.0814,-118.2962
5609,34.0873,-118.296
5610,34.0873,-118.296
5611,34.0562,-118.2673
5612,34.0599,-118.2842
5613,34.0565,-118.2768
5614,34.062,-118.2804
5615,34.047,-118.2799
5616,34.0601,-118.2761
5617,34.0647,-118.2539
5618,34.0749,-118.2838
5619,34.0547,-118.2772
5620,34.0624,-118.2813
5621,34.0073,-118.2948
5622,34.0276,-118.3229
5623,34.006,-118.3315
5624,34.0328,-118.323
5625,34.0126,-118.3403
5626,34.0073,-118.298
5627,34.0309,-118.3121
5628,34.0183,-118.3193
5629,34.0317,-118.3129
5630,34.0132,-118.3424
5631,34.0276,-118.3327
5632,34.01,-118.3296
5633,34.0198,-118.3492
5634,34.0132,-118.3457
5635,34.0108,-118.3193
5636,34.0083,-118.3532
5637,34.0036,-118.3319
5638,34.0064,-118.3138
5639,34.0148,-118.3222
5640,34.0052,-118.3089
5641,34.0155,-118.3002
5642,34.0074,-118.2821
5643,34.0074,-118.2821
5644,34.0085,-118.3351
5645,34.0338,-118.337
5646,34.0174,-118.3045
5647,34.0176,-118.3458
5648,34.0176,-118.3458
5649,34.023,-118.351
5650,34.0235,-118.2858
5651,34.0246,-118.2772
5652,34.0355,-118.3003
5653,34.0273,-118.2981
5654,34.0095,-118.3231
5655,34.0001,-118.3192
5656,34.0052,-118.3523
5657,34.0161,-118.3547
5658,34.0146,-118.3089
5659,34.0312,-118.3351
5660,34.0073,-118.3108
5661,34.0338,-118.337
5662,34.023,-118.351
5663,34.0145,-118.2937
5664,34.0093,-118.3078
5665,34.0141,-118.3501
5666,34.0256,-118.346
5667,34.0278,-118.2915
5668,34.0346,-118.3003
5669,34.0037,-118.2915
5670,34.0215,-118.2868
5671,34.0215,-118.2868
5672,34.0229,-118.3224
5673,34.0183,-118.3536
5674,34.0203,-118.3452
5675,34.0148,-118.3222
5676,34.0327,-118.3201
5677,34.0283,-118.3492
5678,34.0336,-118.3441
5679,34.0328,-118.2915
5680,34.0215,-118.3351
5681,34.0215,-118.3351
5682,34.0062,-118.2872
5683,34.011,-118.3351
5684,34.0209,-118.3406
5685,34.0155,-118.3424
5686,34.0112,-118.2827
5687,34.0219,-118.2959
5688,34.0126,-118.3403
5689,34.0182,-118.2944
5690,34.0147,-118.3132
5691,34.0099,-118.3089
5692,34.0102,-118.3351
5693,34.0074,-118.285
5694,34.0327,-118.3054
5695,34.0053,-118.3237
5696,34.0276,-118.3351
5697,34.0256,-118.3429
5698,34.0082,-118.3263
5699,34.0174,-118.3349
5700,34.0323,-118.2063
5701,34.0949,-118.1645
5702,34.0472,-118.2198
5703,34.0257,-118.2117
5704,34.0523,-118.2091
5705,34.0591,-118.1965
5706,34.0517,-118.2178
5707,34.092,-118.204
5708,34.0243,-118.2198
5709,34.0866,-118.1823
5710,34.0571,-118.1973
5711,34.0328,-118.2121
5712,34.0328,-118.2121
5713,34.0328,-118.2121
5714,34.0678,-118.1818
5715,34.0743,-118.177
5716,34.0687,-118.2191
5717,34.0765,-118.2131
5718,34.0765,-118.2131
5719,34.0693,-118.1902
5720,34.0468,-118.2052
5721,34.0517,-118.2178
5722,34.0775,-118.195
5723,34.0819,-118.1795
5724,34.0819,-118.1795
5725,34.0949,-118.1645
5726,34.089,-118.182
5727,34.0391,-118.2231
5728,34.0392,-118.1937
5729,34.0949,-118.1645
5730,34.0472,-118.2198
5731,34.0478,-118.2288
5732,34.081,-118.178
5733,34.0527,-118.1969
5734,34.1021,-118.1889
5735,34.0659,-118.1939
5736,34.0273,-118.2176
5737,34.0517,-118.2178
5738,34.0949,-118.1645
5739,34.0949,-118.1645
5740,34.0949,-118.1645
5741,34.0949,-118.1645
5742,34.027,-118.2051
5743,34.0736,-118.217
5744,34.0344,-118.2157
5745,34.0257,-118.2117
5746,34.0257,-118.2117
5747,34.0643,-118.1956
5748,34.0265,-118.198
5749,34.0718,-118.198
5750,34.0684,-118.1746
5751,34.0477,-118.2097
5752,34.0502,-118.2093
5753,34.0694,-118.1754
5754,34.0486,-118.2041
5755,34.0517,-118.2178
5756,34.0512,-118.2093
5757,34.0806,-118.2176
5758,34.0467,-118.2126
5759,34.0766,-118.2228
5760,34.0934,-118.1612
5761,34.0675,-118.2155
5762,34.0787,-118.2017
5763,34.0239,-118.2034
5776,33.8672,-118.2906
5806,33.8583,-118.2993
5811,34.0917,-118.3244
5812,34.098,-118.3295
5813,34.1131,-118.341
5814,34.0926,-118.331
5815,34.103,-118.3225
5816,34.1007,-118.3494
5817,34.103,-118.3225
5818,34.0926,-118.3374
5819,34.085,-118.3016
5820,34.0951,-118.3031
5821,34.0944,-118.3125
5822,34.0987,-118.3337
5823,34.1042,-118.305
5824,34.0889,-118.3277
5825,34.0944,-118.3125
5826,34.1016,-118.3387
5827,34.1016,-118.332
5828,34.1016,-118.3267
5829,34.1034,-118.3333
5830,34.0926,-118.3266
5831,34.0849,-118.3091
5832,34.1016,-118.3387
5833,34.0944,-118.3125
5834,34.1034,-118.3325
5835,34.1016,-118.3387
5836,34.098,-118.3295
5837,34.1036,-118.3049
5838,34.0928,-118.3109
5839,34.1018,-118.3005
5840,34.103,-118.3225
5841,34.0998,-118.331
5842,34.1042,-118.3383
5843,34.1036,-118.3049
5844,34.1016,-118.3433
5845,34.098,-118.3441
5846,34.1016,-118.331
5847,34.1096,-118.3363
5848,34.0898,-118.3266
5849,34.1016,-118.3387
5850,34.0981,-118.3615
5851,34.098,-118.3223
5852,34.1016,-118.3387
5853,34.1006,-118.3417
5854,34.0908,-118.3289
5855,34.1034,-118.3325
5856,34.0849,-118.3091
5857,34.0944,-118.3201
5858,34.0998,-118.3267
5859,34.103,-118.3225
5860,34.103,-118.3225
5861,34.1005,-118.3093
5862,34.1052,-118.3489
5863,34.108,-118.3555
5864,34.0998,-118.3237
5865,34.098,-118.3416
5866,34.1034,-118.3325
5867,34.1016,-118.3387
5868,34.0864,-118.3091
5869,34.0926,-118.3386
5870,34.103,-118.3225
5871,34.1059,-118.3462
5872,34.1016,-118.3387
5873,34.1034,-118.3325
5874,34.0387,-118.3189
5875,34.1016,-118.3387
5876,34.0389,-118.3505
5877,34.0761,-118.3731
5878,34.0399,-118.3297
5879,34.0558,-118.3649
5880,34.0818,-118.3574
5881,34.04,-118.3454
5882,34.041,-118.3508
5883,34.0619,-118.3243
5884,34.0699,-118.3511
5885,34.0782,-118.3695
5886,34.0576,-118.3599
5887,34.0433,-118.3578
5888,34.0465,-118.3522
5889,34.04,-118.3697
5890,34.0761,-118.3766
5891,34.0585,-118.3262
5892,34.0835,-118.3416
5893,34.0623,-118.344
5894,34.0445,-118.3768
5895,34.0392,-118.3648
5896,34.0351,-118.3779
5897,34.0835,-118.3288
5898,34.0761,-118.3731
5899,34.0344,-118.3631
5900,34.0837,-118.3691
5901,34.054,-118.3337
5902,34.0368,-118.3328
5903,34.0708,-118.3563
5904,34.0783,-118.3441
5905,34.0838,-118.3614
5906,34.0835,-118.3428
5907,34.0563,-118.3313
5908,34.0761,-118.3555
5909,34.0432,-118.3385
5910,34.0716,-118.3614
5911,34.0476,-118.3239
5912,34.0357,-118.42
5913,34.0527,-118.4831
5914,34.0361,-118.458
5915,34.0747,-118.46
5916,34.0379,-118.4381
5917,34.0445,-118.4452
5918,34.1314,-118.4579
5919,34.0571,-118.3918
5920,34.0309,-118.4017
5921,34.0502,-118.4344
5922,34.0321,-118.4399
5923,34.0465,-118.4484
5924,34.0398,-118.4598
5925,34.0398,-118.4598
5926,34.0343,-118.4478
5927,34.0341,-118.4525
5928,34.0669,-118.4288
5929,34.0402,-118.4629
5930,34.0581,-118.4236
5931,34.0653,-118.4702
5957,34.1493,-118.4307
5958,34.137,-118.4187
5987,34.1319,-118.2359
5988,34.0869,-118.2676
5989,34.1391,-118.2141
5990,34.0982,-118.2918
5991,34.1019,-118.2264
5992,34.1096,-118.2383
5993,34.1078,-118.2544
5994,34.1036,-118.2874
5995,34.0773,-118.2489
5996,34.1377,-118.2145
5997,34.1054,-118.2995
5998,34.1082,-118.2088
5999,34.1106,-118.1908
6000,34.1038,-118.2013
6001,34.1245,-118.2666
6002,34.1232,-118.2003
6003,34.1232,-118.2003
6004,34.0924,-118.2902
6005,34.1085,-118.2011
6006,34.1085,-118.2011
6007,34.1085,-118.2011
6008,34.1002,-118.2918
6009,34.0806,-118.2616
6010,34.0806,-118.2616
6011,34.0993,-118.2837
6012,34.1294,-118.2108
6013,34.0778,-118.2567
6014,34.091,-118.2234
6015,34.0812,-118.252
6016,34.0808,-118.2655
6017,34.1351,-118.2153
6018,34.0909,-118.2846
6019,34.0982,-118.2961
6020,34.1065,-118.1878
6021,34.1065,-118.1878
6022,34.1065,-118.1878
6023,34.0922,-118.2226
6024,34.0832,-118.2572
6025,34.087,-118.2199
6026,34.1215,-118.2069
6027,34.0919,-118.2396
6028,34.1199,-118.2431
6029,34.11,-118.195
6030,34.1002,-118.2592
6031,34.0932,-118.2939
6032,34.1012,-118.2918
6033,34.108,-118.2719
6034,34.1072,-118.2037
6035,34.0981,-118.2994
6036,34.0851,-118.2207
6037,34.1215,-118.2069
6038,34.1215,-118.2069
6039,34.0768,-118.2573
6041,34.1172,-118.1798
6042,34.1177,-118.2441
6043,34.1029,-118.2358
6044,33.9747,-118.2783
6045,33.9703,-118.263
6046,33.986,-118.2843
6047,33.9632,-118.2827
6048,33.9897,-118.2937
6049,33.9693,-118.285
6050,33.9921,-118.3108
6051,33.9689,-118.2761
6052,33.9782,-118.3187
6053,33.9892,-118.3089
6054,33.9829,-118.3294
6055,33.9892,-118.2937
6056,33.9611,-118.2827
6057,33.9997,-118.2849
6058,33.9728,-118.3024
6059,33.9616,-118.2782
6060,33.9892,-118.3089
6061,33.9746,-118.3068
6062,33.9484,-118.3139
6063,33.9746,-118.3226
6064,33.9679,-118.2783
6065,33.958,-118.315
6066,33.958,-118.315
6067,33.958,-118.315
6068,33.999,-118.3089
6069,33.9987,-118.2959
6070,33.9842,-118.2827
6071,33.9527,-118.3079
6072,33.9689,-118.2813
6073,33.9527,-118.3079
6074,33.96,-118.3025
6075,33.9713,-118.2739
6076,33.9739,-118.2674
6077,33.986,-118.2843
6078,33.986,-118.2843
6079,33.9859,-118.3024
6080,33.9746,-118.3155
6081,34.0017,-118.2871
6082,34.0037,-118.2878
6083,33.9662,-118.2739
6084,33.986,-118.2843
6085,33.9924,-118.3024
6086,33.9703,-118.263
6087,33.986,-118.2843
6088,33.986,-118.2843
6089,33.986,-118.2843
6090,33.9717,-118.2871
6091,33.9746,-118.309
6092,33.9746,-118.309
6093,33.9747,-118.2783
6094,33.9932,-118.3214
6095,33.9942,-118.3149
6096,33.9782,-118.2871
6097,33.9713,-118.2739
6098,33.9419,-118.309
6099,33.9932,-118.2915
6100,33.9728,-118.2918
6101,34.0038,-118.2827
6102,33.9728,-118.2918
6103,33.9656,-118.2651
6104,34.0037,-118.3089
6105,33.9988,-118.2871
6106,33.973,-118.2608
6107,33.973,-118.2608
6108,33.9713,-118.2673
6109,33.999,-118.3113
6110,33.979,-118.3112
6111,33.9713,-118.2739
6112,33.9933,-118.2871
6113,33.9974,-118.2982
6114,33.9829,-118.3309
6115,33.9698,-118.2893
6116,33.9855,-118.2915
6117,33.9519,-118.309
6118,33.9862,-118.3002
6119,33.9862,-118.3002
6120,34.0019,-118.3089
6121,33.9891,-118.3126
6122,33.9821,-118.3318
6123,34.0027,-118.2915
6124,33.9924,-118.2809
6125,34.0038,-118.2842
6126,34.0007,-118.298
6127,34.0037,-118.3002
6128,33.9746,-118.3035
6129,33.9789,-118.2981
6130,33.9712,-118.2564
6131,33.982,-118.3206
6132,33.973,-118.2652
6133,33.989,-118.3352
6134,33.9613,-118.2893
6135,33.9688,-118.2695
6136,33.9921,-118.298
6137,33.9656,-118.2842
6138,33.9417,-118.3113
6139,33.9891,-118.3285
6140,33.9819,-118.2848
6141,33.9713,-118.2739
6142,33.9713,-118.2739
6143,33.9889,-118.35
6144,33.9745,-118.3352
6145,33.9745,-118.3352
6146,33.9613,-118.2871
6147,33.9875,-118.3002
6148,33.9713,-118.2695
6149,33.9924,-118.3046
6150,33.9892,-118.3045
6151,33.9892,-118.3089
6152,33.9957,-118.2827
6153,33.9666,-118.2695
6154,33.9678,-118.2871
6155,33.9737,-118.3188
6156,33.9737,-118.3177
6157,33.9812,-118.2859
6158,33.9602,-118.2651
6159,33.9907,-118.3089
6160,33.966,-118.2783
6161,33.9806,-118.3352
6162,33.9951,-118.3138
6163,33.9892,-118.3089
6164,33.982,-118.2827
6165,33.999,-118.3138
6166,33.9889,-118.3461
6167,33.9645,-118.2739
6168,33.9817,-118.3294
6169,33.9836,-118.3352
6170,33.9613,-118.2917
6171,33.9727,-118.2842
6172,33.96,-118.309
6173,33.9646,-118.309
6174,33.9655,-118.2893
6175,33.9731,-118.3304
6176,33.9785,-118.309
6177,33.9629,-118.2651
6178,33.9817,-118.3338
6179,33.9942,-118.3002
6180,33.9727,-118.2842
6181,34.0007,-118.2827
6182,33.9689,-118.2761
6183,33.9747,-118.2739
6184,33.9829,-118.3294
6185,33.9727,-118.285
6186,34.011,-118.2565
6187,34.0218,-118.2491
6188,34.0067,-118.2486
6189,33.9974,-118.274
6190,33.9974,-118.274
6191,34.005,-118.2411
6192,34.0248,-118.2441
6193,33.9912,-118.2521
6194,34.0216,-118.2613
6195,33.9893,-118.2521
6196,33.9857,-118.2628
6197,34.0194,-118.2722
6198,33.9861,-118.2739
6199,33.9861,-118.2739
6200,34.0385,-118.2437
6201,34.0058,-118.2521
6202,34.0234,-118.2654
6203,34.0141,-118.277
6204,34.0348,-118.2362
6205,33.9966,-118.2701
6206,34.0262,-118.2334
6207,34.0039,-118.2521
6208,34.0203,-118.2674
6209,34.0378,-118.2456
6210,33.9934,-118.272
6211,34.0277,-118.2574
6212,34.0073,-118.2784
6213,33.9845,-118.2589
6214,33.9913,-118.2422
6215,33.9798,-118.2783
6216,34.0209,-118.2775
6217,34.019,-118.258
6218,34.019,-118.258
6219,33.9953,-118.2674
6220,34.019,-118.258
6221,34.0039,-118.2717
6223,34.0216,-118.2638
6224,33.9862,-118.2794
6225,33.9814,-118.2783
6226,33.9939,-118.2478
6227,33.9814,-118.2783
6228,34.0281,-118.268
6229,33.9953,-118.2674
6230,34.0092,-118.2652
6231,33.9748,-118.2652
6232,34.0311,-118.2646
6233,33.9824,-118.2801
6234,33.9967,-118.2565
6235,34.0131,-118.2791
6236,33.9994,-118.2499
6237,34.0048,-118.2685
6238,33.9944,-118.2565
6239,33.9953,-118.2674
6240,33.9923,-118.2696
6241,33.9933,-118.28
6242,34.0219,-118.2571
6243,33.9869,-118.2783
6244,34.0067,-118.2565
6245,33.9857,-118.2628
6246,34.0241,-118.232
6247,34.0058,-118.2521
6248,33.9994,-118.2499
6249,34.0039,-118.2521
6250,33.9893,-118.2652
6251,34.0171,-118.2736
6252,34.0104,-118.2535
6253,34.0111,-118.2784
6254,33.9916,-118.2621
6255,33.9984,-118.274
6256,33.9862,-118.2794
6257,34.0385,-118.2437
6258,33.9869,-118.2761
6259,34.0389,-118.2472
6260,34.0373,-118.2503
6261,33.9994,-118.2696
6262,34.0066,-118.2474
6263,34.0326,-118.2589
6264,33.9998,-118.2774
6265,34.0092,-118.2652
6266,33.9857,-118.2628
6267,33.9993,-118.2718
6268,34.0219,-118.2571
6269,34.012,-118.2541
6270,33.9986,-118.2634
6271,34.0296,-118.2614
6272,33.9965,-118.28
6273,34.0216,-118.2531
6274,34.0216,-118.2531
6275,34.0058,-118.2538
6276,34.0341,-118.2507
6277,34.0111,-118.2784
6278,34.011,-118.2598
6279,34.0359,-118.246
6280,34.0286,-118.2545
6281,34.0086,-118.2474
6282,33.9807,-118.2783
6283,33.9579,-118.402
6284,34.0141,-118.277
6285,33.9842,-118.2783
6286,33.944,-118.4073
6287,34.013,-118.4173
6288,34.0017,-118.4608
6289,33.9791,-118.4669
6290,33.9871,-118.4733
6291,33.986,-118.4724
6292,33.9793,-118.4138
6293,34.0233,-118.4046
6294,34.0025,-118.4702
6295,33.9926,-118.4787
6296,33.9881,-118.4579
6297,33.9501,-118.3725
6298,33.9877,-118.4723
6299,33.9733,-118.4275
6300,33.9916,-118.4162
6301,33.994,-118.4526
6302,33.9355,-118.4386
6303,34.0038,-118.4224
6304,34.0018,-118.4688
6305,33.9951,-118.4714
6306,33.997,-118.4761
6308,34.1425,-118.3643
6322,34.1284,-118.3472
6325,34.1471,-118.3703
6334,34.1451,-118.3875
6337,34.142,-118.3893
6344,34.1481,-118.3673
6346,34.1413,-118.3877
6349,34.1372,-118.3633
6417,33.9551,-118.2848
6418,33.9367,-118.2871
6419,33.9312,-118.2695
6420,33.9309,-118.2603
6421,33.9019,-118.2893
6422,33.9602,-118.2564
6423,33.9295,-118.2391
6424,33.9501,-118.2827
6425,33.9347,-118.2761
6426,33.9347,-118.2761
6427,33.9467,-118.2871
6428,33.9029,-118.2872
6430,33.8817,-118.2891
6431,33.9555,-118.2782
6432,33.9393,-118.2541
6433,33.938,-118.2542
6434,33.9405,-118.2426
6435,33.9315,-118.232
6436,33.9407,-118.2869
6437,33.9457,-118.2379
6438,33.9367,-118.2871
6439,33.9475,-118.2652
6440,33.931,-118.2826
6441,33.9465,-118.243
6442,33.9373,-118.2652
6443,33.9481,-118.2434
6444,33.9538,-118.2739
6445,33.9237,-118.2739
6446,33.9433,-118.2608
6447,33.9555,-118.2871
6448,33.9212,-118.2897
6449,33.9311,-118.2493
6450,33.9311,-118.2493
6451,33.9389,-118.239
6452,33.9305,-118.2363
6453,33.9437,-118.2805
6454,33.9406,-118.2369
6455,33.9267,-118.2565
6456,33.9367,-118.2871
6457,33.9389,-118.248
6458,33.9518,-118.2564
6459,33.9518,-118.2564
6460,33.9351,-118.2318
6461,33.9519,-118.287
6462,33.9601,-118.287
6463,33.9382,-118.2916
6464,33.9389,-118.2369
6465,33.9484,-118.2586
6466,33.9457,-118.2379
6467,33.9556,-118.2651
6468,33.9437,-118.2805
6469,33.9437,-118.2805
6470,33.9365,-118.2587
6471,33.9365,-118.2587
6472,33.9402,-118.2652
6473,33.9346,-118.2916
6474,33.9429,-118.2717
6475,33.9365,-118.2806
6476,33.9365,-118.2806
6477,33.9534,-118.2475
6478,33.942,-118.2717
6479,33.9518,-118.2554
6480,33.9457,-118.2462
6481,33.9449,-118.2415
6482,33.8887,-118.287
6483,33.9573,-118.263
6484,33.9555,-118.2871
6485,33.9432,-118.2379
6486,33.947,-118.2684
6487,33.9315,-118.232
6488,33.9356,-118.2826
6489,33.9455,-118.2869
6490,33.9572,-118.2739
6491,33.9601,-118.2827
6492,33.9429,-118.2652
6493,33.958,-118.2869
6494,33.9325,-118.2349
6495,33.9431,-118.2278
6496,33.9483,-118.2717
6497,33.9271,-118.276
6498,33.9399,-118.2894
6499,33.951,-118.2827
6500,33.9397,-118.2483
6501,33.9397,-118.2483
6502,33.9383,-118.2826
6503,33.9502,-118.2739
6504,33.9379,-118.244
6505,33.9465,-118.2695
6506,33.9482,-118.243
6507,33.9371,-118.239
6508,33.9512,-118.2476
6509,33.9311,-118.2493
6510,33.931,-118.2783
6511,33.9325,-118.2652
6512,33.9431,-118.2326
6513,33.9601,-118.287
6514,33.9308,-118.2493
6515,33.9523,-118.2476
6516,33.943,-118.2916
6517,33.9591,-118.2717
6518,33.9419,-118.2541
6519,33.927,-118.258
6520,33.9528,-118.2915
6521,33.9492,-118.2893
6522,33.9492,-118.2827
6586,34.0578,-118.2891
6587,34.0618,-118.2916
6588,34.0599,-118.3139
6589,34.0617,-118.3066
6590,34.055,-118.2916
6591,34.0578,-118.2941
6592,34.0473,-118.2891
6593,34.0822,-118.3034
6594,34.0822,-118.3034
6595,34.0822,-118.3034
6596,34.0578,-118.3085
6597,34.0577,-118.3009
6598,34.0654,-118.3091
6599,34.055,-118.2916
6600,34.0618,-118.2916
6601,34.0763,-118.3012
6602,34.0409,-118.3177
6603,34.0652,-118.2878
6604,34.0709,-118.2941
6605,34.0597,-118.3078
6606,34.0416,-118.2888
6607,34.0598,-118.2904
6608,34.0472,-118.309
6609,34.0709,-118.2985
6610,34.0581,-118.3132
6611,34.0443,-118.2924
6612,34.0559,-118.3142
6613,34.0598,-118.2865
6614,34.04,-118.2896
6615,34.0704,-118.2868
6616,34.0509,-118.2979
6617,34.067,-118.2899
6618,34.0636,-118.3004
6619,34.0578,-118.2941
6620,34.0432,-118.2877
6621,34.0618,-118.2856
6622,34.0672,-118.3054
6623,34.0617,-118.3091
6624,34.039,-118.3133
6625,34.0618,-118.2916
6626,34.0636,-118.3054
6627,34.0618,-118.2916
6628,34.055,-118.2904
6629,34.0559,-118.3091
6630,34.0526,-118.3031
6631,34.0727,-118.2929
6632,34.0672,-118.2979
6633,34.0637,-118.2916
6634,34.069,-118.2992
6635,34.0652,-118.2878
6636,34.0672,-118.3091
6637,34.0728,-118.3042
6638,34.0559,-118.2891
6656,34.1479,-118.5983
6668,34.0565,-118.2445
6669,34.0408,-118.2428
6670,34.0563,-118.2374
6671,34.0435,-118.2471
6672,34.0446,-118.2507
6673,34.0563,-118.2374
6674,34.0446,-118.245
6675,34.0408,-118.2428
6676,34.0446,-118.245
6677,34.0437,-118.2455
6678,34.0426,-118.2412
6679,34.0417,-118.2443
6680,34.0442,-118.2439
6681,34.0503,-118.2504
6682,34.0503,-118.2504
6683,34.0558,-118.24
6684,34.0478,-118.2484
6685,34.0478,-118.2454
6686,34.0478,-118.2484
6687,34.0446,-118.249
6688,34.0446,-118.245
6689,34.0449,-118.2458
6690,34.059,-118.2725
6691,34.0628,-118.2811
6692,34.0598,-118.2734
6693,34.0549,-118.2778
6694,34.0909,-118.2917
6695,34.0628,-118.2811
6696,34.0634,-118.263
6697,34.062,-118.2545
6698,34.0515,-118.2615
6699,34.0523,-118.2699
6700,34.0814,-118.2962
6701,34.0818,-118.2941
6702,34.0764,-118.2903
6703,34.0663,-118.2789
6704,34.0573,-118.2699
6705,34.001,-118.3192
6706,34.0054,-118.3338
6707,34.0054,-118.3338
6708,34.0073,-118.2941
6709,34.0099,-118.3089
6710,34.0099,-118.3089
6711,34.0283,-118.3492
6712,34.0283,-118.3492
6713,34.0283,-118.3492
6714,34.0344,-118.3212
6715,34.0133,-118.3486
6716,34.0312,-118.3262
6717,34.0183,-118.3556
6718,34.0228,-118.306
6719,34.0328,-118.323
6720,34.0256,-118.3061
6721,34.0291,-118.3002
6722,34.0074,-118.3412
6723,34.0272,-118.2948
6724,34.0173,-118.3536
6725,34.0072,-118.3201
6726,34.0216,-118.3556
6727,34.0173,-118.3536
6728,34.0295,-118.3317
6729,34.0129,-118.3513
6730,34.0255,-118.2915
6731,34.03,-118.3658
6732,34.0515,-118.2072
6733,34.0528,-118.1978
6734,34.0477,-118.2047
6735,34.0373,-118.1997
6736,34.0477,-118.2097
6737,34.0229,-118.218
6738,34.0667,-118.2211
6739,34.066,-118.2102
6740,34.0507,-118.2053
6741,34.0507,-118.2053
6742,34.0507,-118.2053
6743,34.0512,-118.2093
6744,34.0857,-118.1875
6745,34.0233,-118.2222
6753,33.8315,-118.3016
6767,33.8345,-118.3017
6768,34.098,-118.3441
6769,34.1034,-118.3325
6770,34.0863,-118.3222
6771,34.0926,-118.3332
6772,34.0864,-118.3059
6773,34.1016,-118.3295
6774,34.098,-118.3441
6775,34.0849,-118.3091
6776,34.1007,-118.3494
6777,34.1007,-118.3494
6778,34.0864,-118.3091
6779,34.098,-118.3441
6780,34.0649,-118.3472
6781,34.0634,-118.3653
6782,34.0389,-118.3505
6783,34.046,-118.3453
6784,34.0636,-118.4482
6785,34.0553,-118.3899
6786,34.0967,-118.4147
6787,34.038,-118.4436
6788,34.0605,-118.4193
6789,34.0508,-118.4592
6794,34.1451,-118.4137
6809,34.1237,-118.2215
6810,34.1129,-118.3042
6811,34.1036,-118.2918
6812,34.1059,-118.1958
6813,34.1172,-118.1798
6814,34.0879,-118.2595
6815,34.118,-118.2707
6816,34.118,-118.2707
6817,34.118,-118.2707
6818,34.1181,-118.2033
6819,34.0986,-118.2962
6820,34.0986,-118.2962
6821,34.1218,-118.2252
6822,33.9737,-118.3112
6823,33.9737,-118.3112
6824,33.9737,-118.3112
6825,33.9625,-118.2871
6826,33.9625,-118.2871
6827,33.9824,-118.3046
6828,33.9645,-118.2739
6829,33.9582,-118.309
6830,33.9582,-118.309
6831,33.9582,-118.309
6832,33.9833,-118.2958
6833,33.9737,-118.3286
6834,33.9745,-118.3309
6835,33.9625,-118.2871
6836,33.9637,-118.309
6837,33.9983,-118.3089
6838,33.9622,-118.285
6839,33.9801,-118.287
6840,33.9645,-118.2739
6841,33.991,-118.3138
6842,33.9619,-118.2739
6843,33.9625,-118.2871
6844,33.9601,-118.2717
6845,33.9754,-118.309
6846,33.9891,-118.3206
6847,33.9713,-118.2673
6848,33.9828,-118.287
6849,33.9822,-118.2915
6850,33.9654,-118.2717
6851,34.0028,-118.2827
6852,33.9582,-118.309
6853,33.9655,-118.3046
6854,33.9924,-118.2772
6855,34.0166,-118.2501
6856,34.002,-118.2783
6857,34.002,-118.2783
6858,33.9843,-118.2695
6859,34.0058,-118.2565
6860,33.9933,-118.2652
6861,33.9933,-118.2652
6862,33.9934,-118.2739
6863,33.9892,-118.2783
6864,34.0018,-118.2456
6865,34.0237,-118.4246
6866,33.99,-118.474
6867,33.9933,-118.4765
